"Instrument","InstrumentSub","Sector","Periode","waarde"
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-01",5.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-02",5.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-03",5.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-04",5.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-05",5.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-06",5.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-07",5.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-08",5.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-09",5.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-10",5.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-11",5.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2003-12",5.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-01",5.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-02",5.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-03",5.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-04",5.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-05",5.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-06",5.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-07",5.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-08",5.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-09",5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-10",5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-11",5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2004-12",5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-01",5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-02",5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-03",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-04",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-05",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-06",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-07",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-08",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-09",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-10",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-11",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2005-12",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-01",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-02",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-03",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-04",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-05",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-06",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-07",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-08",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-09",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-10",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-11",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2006-12",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-01",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-02",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-03",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-04",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-05",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-06",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-07",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-08",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-09",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-10",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-11",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2007-12",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-01",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-02",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-03",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-04",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-05",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-06",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-07",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-08",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-09",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-10",5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-11",5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2008-12",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-01",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-02",4.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-03",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-04",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-05",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-06",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-07",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-08",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-09",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-10",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-11",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2009-12",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-01",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-02",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-03",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-04",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-05",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-06",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-07",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-08",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-09",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-10",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-11",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2010-12",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-01",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-02",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-03",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-04",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-05",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-06",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-07",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-08",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-09",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-10",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-11",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2011-12",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-01",4.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-02",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-03",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-04",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-05",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-06",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-07",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-08",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-09",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-10",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-11",4.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2012-12",4.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-01",4.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-02",4.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-03",4.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-04",4.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-05",4.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-06",4.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-07",4.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-08",4.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-09",4.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-10",4.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-11",4.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2013-12",4.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-01",4.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-02",4.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-03",4.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-04",4.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-05",4.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-06",4.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-07",4.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-08",4.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-09",4.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-10",4.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-11",4.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2014-12",4.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-01",4.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-02",4.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-03",4.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-04",4.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-05",4.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-06",4.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-07",4.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-08",4.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-09",4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-10",4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-11",4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2015-12",4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-01",3.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-02",3.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-03",3.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-04",3.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-05",3.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-06",3.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-07",3.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-08",3.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-09",3.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-10",3.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-11",3.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2016-12",3.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-01",3.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-02",3.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-03",3.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-04",3.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-05",3.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-06",3.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-07",3.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-08",3.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-09",3.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-10",3.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-11",3.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2017-12",3.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-01",3.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-02",3.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-03",3.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-04",3.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-05",3.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-06",3.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-07",3.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-08",3.2
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-09",3.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-10",3.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-11",3.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2018-12",3.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-01",3.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-02",3.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-03",3.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-04",3.1
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-05",3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-06",3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-07",3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-08",3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-09",3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-10",2.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-11",2.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2019-12",2.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-01",2.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-02",2.9
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-03",2.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-04",2.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-05",2.8
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-06",2.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-07",2.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-08",2.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-09",2.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-10",2.7
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-11",2.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2020-12",2.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-01",2.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-02",2.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-03",2.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-04",2.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-05",2.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-06",2.5
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-07",2.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-08",2.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-09",2.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-10",2.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-11",2.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2021-12",2.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-01",2.32
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-02",2.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-03",2.28
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-04",2.27
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-05",2.26
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-06",2.25
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-07",2.25
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-08",2.26
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-09",2.27
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-10",2.3
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-11",2.32
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2022-12",2.34
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-01",2.36
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-02",2.38
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-03",2.4
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-04",2.42
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-05",2.43
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-06",2.45
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-07",2.47
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-08",2.49
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-09",2.51
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-10",2.52
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-11",2.53
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2023-12",2.55
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-01",2.56
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-02",2.57
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-03",2.58
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-04",2.59
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-05",2.6
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-06",2.61
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-07",2.62
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-08",2.63
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-09",2.64
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-10",2.65
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-11",2.66
"Woninghypotheken ","Rente op uitstaande bedragen (percentages) ","Huishoudens ","2024-12",2.66
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2014-12",3.22
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-01",3.16
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-02",3.2
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-03",3.11
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-04",3.02
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-05",2.93
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-06",2.9
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-07",2.89
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-08",2.86
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-09",2.89
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-10",2.89
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-11",2.9
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2015-12",2.81
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-01",2.8
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-02",2.82
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-03",2.73
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-04",2.66
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-05",2.62
