"date","InternationalGDP_Germany_GDP","InternationalGDP_France_GDP","InternationalGDP_Italy_GDP","InternationalGDP_Spain_GDP","InternationalGDP_Belgium_GDP","NonFinancialCorporations_GrossValueAdded_12","NonFinancialCorporations_GrossOperatingSurplus_13","NonFinancialCorporations_GrossProfitsBeforeTaxes_14","NonFinancialCorporations_ProfitsFromForeignSubsidiaries_15","NonFinancialCorporations_ratios_ProfitRatio_16","NonFinancialCorporations_ratios_CapitalFormationRatio_17","FinancialCorporations_GrossValueAdded_19","FinancialCorporations_GrossProfitsBeforeTaxes_20","FinancialCorporations_ProfitsFromForeignSubsidiaries_21","FinancialCorporations_FinancialNetWorth_22","FinancialCorporations_PropertyIncomeReceived_23","FinancialCorporations_PropertyIncomePaid_24","FinancialCorporations_FinancialAssetsOfPensionFunds_26","MacroComponents_GrossDomesticProduct_2_seasonCorrected_expenditure","MacroComponents_Total_3_seasonCorrected_expenditure","MacroComponents_ImportsOfGoods_4_seasonCorrected_expenditure","MacroComponents_ImportsOfServices_5_seasonCorrected_expenditure","MacroComponents_HouseholdsIncludingNPISHs_9_seasonCorrected_expenditure","MacroComponents_GeneralGovernment_10_seasonCorrected_expenditure","MacroComponents_Total_11_seasonCorrected_expenditure","MacroComponents_EnterprisesAndHouseholds_12_seasonCorrected_expenditure","MacroComponents_GeneralGovernment_13_seasonCorrected_expenditure","MacroComponents_ChangesInInventoriesInclValuables_14_seasonCorrected_expenditure","MacroComponents_ExportsOfGoods_16_seasonCorrected_expenditure","MacroComponents_ExportsOfServices_17_seasonCorrected_expenditure","SectorProduction_AAgricultureForestryAndFishing_20_seasonCorrected_production","SectorProduction_BMiningAndQuarrying_22_seasonCorrected_production","SectorProduction_DElectricityAndGasSupply_35_seasonCorrected_production","SectorProduction_EWaterSupplyAndWasteManagement_36_seasonCorrected_production","SectorProduction_FConstruction_37_seasonCorrected_production","SectorProduction_JInformationAndCommunication_43_seasonCorrected_production","SectorProduction_KFinancialInstitutions_44_seasonCorrected_production","SectorProduction_LRentingBuyingSellingRealEstate_45_seasonCorrected_production","SectorProduction_RUCultureRecreationOtherServices_59_seasonCorrected_production","SectorProduction_TaxesLessSubsidiesOnProducts_60_seasonCorrected_production","SectorProduction_TaxesOnProducts_61_seasonCorrected_production","BusinessConfidence_All.enterprises..no.finance.or.energy._BusinessConfidence","BusinessConfidence_A.Agriculture..forestry.and.fishing_BusinessConfidence","BusinessConfidence_B.Mining.and.quarrying_BusinessConfidence","BusinessConfidence_C.Industry..H.S.services.and.45.47_BusinessConfidence","BusinessConfidence_C.Manufacturing_BusinessConfidence","BusinessConfidence_F.Construction_BusinessConfidence","BusinessConfidence_G.Wholesale.and.retail.trade_BusinessConfidence","BusinessConfidence_X45.Sale.and.repair.of.motor.vehicles_BusinessConfidence","BusinessConfidence_X46.Wholesale.trade..no.motor.vehicles._BusinessConfidence","BusinessConfidence_X47.Retail.trade..not.in.motor.vehicles._BusinessConfidence","BusinessSituationNextThreeMonths_All.enterprises..no.finance.or.energy.BusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_A.Agriculture..forestry.and.fishingBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_B.Mining.and.quarryingBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_C.Industry..H.S.services.and.45.47BusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_C.ManufacturingBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_F.ConstructionBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_G.Wholesale.and.retail.tradeBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_X45.Sale.and.repair.of.motor.vehiclesBusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_X46.Wholesale.trade..no.motor.vehicles.BusinessSituationNextThreeMonths","BusinessSituationNextThreeMonths_X47.Retail.trade..not.in.motor.vehicles.BusinessSituationNextThreeMonths","BusinessSituationPastThreeMonths_All.enterprises..no.finance.or.energy.BusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_A.Agriculture..forestry.and.fishingBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_B.Mining.and.quarryingBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_C.Industry..H.S.services.and.45.47BusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_C.ManufacturingBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_F.ConstructionBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_G.Wholesale.and.retail.tradeBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_X45.Sale.and.repair.of.motor.vehiclesBusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_X46.Wholesale.trade..no.motor.vehicles.BusinessSituationPastThreeMonths","BusinessSituationPastThreeMonths_X47.Retail.trade..not.in.motor.vehicles.BusinessSituationPastThreeMonths","BeloningSeizoengecorrigeerd_BeloningSeizoengecorrigeerd_2"
Feb 2005,181575.016268219,140912.650425693,121118.070272147,76993.9897287734,24817.4048706679,25343.4162129788,11147.3772405692,13887.3626160099,NA,14.6421567640027,5.09345519777503,3205.96753123301,2007.90679106421,NA,3062.34768803034,0.836753477864229,0.664296293108126,191033.457613582,57989.1246807161,30433.8181397796,21933.4575604609,8234.08416182754,29098.6007448755,13451.7337192141,11380.4685933826,9125.64124263874,2253.51321522876,-245.420910773257,26592.8007904934,8063.04497537853,929.517445327359,2248.47682339016,600.028546884524,311.681868506569,2733.19732488386,1890.27597412811,3722.90746701958,3585.51997157464,1457.63020069538,7379.29274100337,7357.68453887444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21903.3044839596
Mar 2005,181783.24962159,140970.625586894,121376.554437992,77201.9411936952,24878.2637752087,25698.8225378892,10311.9414234631,12989.0581891761,NA,13.4003919928952,5.10799137298099,3194.63118066795,2093.0926289657,NA,4520.79068283781,0.824800672940932,0.660956097898918,196517.238904444,58122.2509117036,30581.0123979933,22063.0615008398,8243.72712782612,29153.2251749411,13491.6287599135,11450.0882875375,9197.86133698169,2249.43440756084,-224.906374680024,26695.5210545282,8022.49008163119,922.187277772095,2228.01247466199,609.848696637354,309.994670177642,2760.58855500818,1890.7551360301,3693.05645272968,3586.96201542695,1453.25076576423,7386.96070507963,7365.12923321435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21956.2756112422
Apr 2005,182041.634170304,141026.149471018,121893.827787398,77376.5234722969,24949.8080677457,26371.9802238631,8875.37388464941,11540.6659143125,NA,11.2321569297796,5.24216195486188,3122.39223640388,2230.55809367455,NA,5272.19061355426,0.80258743442495,0.664727023365331,202740.647354559,58314.0031005428,31082.7522368682,22328.292759836,8467.11760834209,29264.0473703803,13574.3226429704,11568.3022015444,9326.15770340846,2237.81595420665,-174.129106267021,26887.8389470829,8123.80026174826,909.304774234755,2238.11765576335,594.583205736614,306.261866329007,2803.38781048093,1885.40637554778,3656.48303738103,3577.84414455534,1427.98072874692,7449.75044614581,7427.52031093096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22046.333286646
May 2005,182372.579679754,141186.768338785,122296.225284201,77574.6264377247,25007.2880900707,26631.5344774592,8418.20158645894,11027.0684098622,NA,10.515980466666,5.31908313418569,3078.53832303495,2383.00588959585,NA,7664.64763606768,0.795093548977242,0.667124487207936,208286.763951169,58531.9388223455,31468.8730189358,22572.3810047081,8601.62702221451,29370.2173914549,13647.2541315068,11676.8790288878,9430.86351745881,2239.79937521311,-160.587959463504,27110.0392099094,8180.27761046633,905.105567674354,2231.80570921617,587.579428708969,304.882265620093,2827.04676648842,1889.01440376636,3638.7274055081,3578.43156842093,1414.9276729324,7545.635046803,7522.72784716189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22138.3477405125
Jun 2005,182776.086149942,141452.482190197,122583.7469284,77796.2500899784,25050.7038421836,26477.4852986777,8940.42452889166,11448.2656758252,NA,11.2518626035545,5.33875491095243,3063.06944056116,2550.4360167296,NA,11698.1617503781,0.802319016597808,0.668148489426733,213155.588694272,58776.0580771117,31739.374744196,22795.326235456,8647.2553694434,29471.7352381648,13710.4232255227,11775.8187695677,9511.97877913273,2255.38467058024,-184.282934269475,27362.1218430076,8191.9221277854,909.589658090891,2209.07663502048,588.837365554417,305.855868050899,2831.56542303065,1901.57922068586,3639.78955711087,3588.72428702373,1414.09159832067,7674.61450705119,7650.75184190715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22232.3189728415
Jul 2005,183252.153580866,141823.291025253,122756.392719997,78041.3944290581,25080.0553240845,25909.8326875184,10442.0427119476,12804.2577122015,NA,13.4398033404451,5.30117728516211,3075.98558898252,2732.84847507582,NA,17372.7329564854,0.824263837286647,0.667799030021722,217347.12158387,59046.3608648414,31894.257412649,22997.1284520798,8604.00265002877,29568.6009105101,13763.8299250181,11865.1214235841,9569.50348843025,2284.57184030803,-245.214030684934,27644.0868463776,8158.73381370549,922.757045484366,2169.93043317627,598.35701627296,309.182673621426,2816.94378010762,1923.10082630626,3659.66949218936,3608.72230036374,1425.47250491173,7836.68882689039,7811.59229516673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22328.2469836331
Aug 2005,183676.105252948,142179.974965077,122941.009627898,78293.2846920344,25122.0017014964,25687.7950190898,11354.9152237509,13609.3124371444,NA,14.7069360193339,5.26589991484295,3094.47543435097,2837.06523335551,NA,20138.5760406482,0.836552164493872,0.666862392654178,221296.663618367,59267.9159131428,32005.7850202755,23144.7326671759,8568.93748265353,29645.6166457139,13774.8091561284,11886.8560194001,9571.25704943194,2304.68975250896,-235.286281775098,27837.2629624369,8173.88637490639,932.481108219461,2136.94605783301,601.969166747876,310.377369797988,2818.08053429615,1936.15560798167,3685.88735681696,3617.43007842593,1426.9633528757,7938.1907866824,7912.10818710658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22361.5437486062
Sep 2005,184047.941166186,142522.534009669,123137.597652105,78551.9208789074,25176.5429744191,25811.3722933918,11679.0420643015,13863.429850654,NA,15.053260640221,5.23292279999494,3118.53897666651,2863.08629156867,NA,19995.6910028664,0.839183998219481,0.665338577324099,225004.214797763,59440.7232220158,32073.9575670755,23238.1388807443,8542.0598673177,29702.782443776,13743.3609188536,11841.0225570158,9517.2394621378,2315.73840718301,-154.499687539969,27941.6501911856,8237.37981138812,938.761846296173,2110.12350899072,599.673816979165,309.439956580585,2834.97568559624,1940.74356571207,3718.44315099368,3614.84762121032,1418.56414221257,7979.12038642721,7952.29951772669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22332.2092677606
Oct 2005,184367.66132058,142850.968159028,123346.156792617,78817.3029896772,25243.6791428528,26280.5645104246,11414.4232335996,13566.6099527303,NA,14.4787772031064,5.20224594061812,3148.17621592916,2810.91164971532,NA,16944.0778431401,0.832159338463476,0.663227584031488,228469.775122058,59564.7827914604,32098.775053049,23277.3470927852,8523.36980402129,29740.0983046965,13669.4852131938,11727.621036431,9407.45072654784,2317.7178043302,-2.85424797954535,27957.2485326237,8349.21412315067,941.599259714503,2089.46278664939,591.470966966829,306.370433969217,2867.62923400789,1936.86469949747,3757.33687471953,3600.9749287169,1400.27487292236,7959.47762612484,7932.16628702709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22240.2435410965
Nov 2005,184764.470368744,143184.100577097,123518.303983282,79106.2962751117,25304.6288278216,26625.6891818643,11505.2011007244,13903.6975137017,NA,14.4010734414979,5.14289227031032,3175.95336379795,2918.18425196549,NA,16746.6161708534,0.831283669676868,0.66527914768472,231963.583861588,59661.4605902263,32223.8981347556,23409.1388262065,8515.41993518121,29669.1035414043,13755.9023768835,11673.8048789616,9348.91549773947,2325.42430036935,90.6977978952194,28038.7117185154,8433.0121087283,940.109168283209,2133.20051607702,590.317029238623,303.325227839462,2877.07069560489,1941.99645832072,3799.30764961134,3597.77555905587,1374.99640090804,7913.95871645562,7885.75826408187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22194.5694536081
Dec 2005,185238.368310676,143521.931263875,123654.039224101,79418.9007352111,25359.3920293255,26846.7463077111,11951.375665676,14874.692533568,NA,14.8201493553957,5.05486178907156,3201.87042027289,3184.90409831919,NA,19403.3059860065,0.836556991859656,0.671493268283792,235485.641016353,59730.7566183133,32449.3268121954,23633.5140810083,8518.2102607975,29489.7981538992,14002.6124099227,11679.5740846074,9341.63377571269,2338.85789530046,126.156450084326,28186.0397488609,8488.77376812103,934.291572002288,2241.33669727359,596.212003794548,300.30433819132,2863.30007038722,1956.13884218181,3844.35547566913,3605.24951222723,1342.72872616961,7842.56365741954,7813.07544889104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22195.1870052954
Jan 2006,185789.355146377,143864.460219362,123753.362515073,79755.1163699753,25407.9687473645,26943.7358879649,12752.9469284543,16479.5950123294,NA,15.7360049447996,4.93815449690185,3225.92738535399,3611.07118877642,NA,24914.1472885993,0.847979305011839,0.681869945828705,239035.946586353,59772.6708757216,32775.0610853684,23950.4728571907,8531.74078087014,29202.1821421814,14409.6153123113,11744.9286533685,9385.60556046753,2358.01858912353,103.521708587774,28399.23262366,8516.49910132884,924.146470871743,2413.87133023912,609.155890634604,297.30776502479,2826.31735835489,1979.29185108076,3892.4803528929,3623.39678823099,1303.47184870708,7745.29244901663,7714.1178414546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22242.0961961585
Feb 2006,186605.73549552,144362.097293712,123897.671451511,80055.8830011849,25446.1613663509,27168.6813670547,12703.1295478082,16612.3743727727,NA,15.5629651335509,4.95536180118303,3227.74608760877,3738.55956980841,NA,27941.997147798,0.864850404541006,0.698061655843405,240023.563039088,59950.8962832825,33113.6988396353,24274.6079083433,8542.81782523569,29088.3915326159,14677.404553675,11842.0708055324,9459.39433630559,2380.54482073665,67.7217417728056,28711.8563746148,8518.55610863416,923.7503424353,2503.10149080116,617.274944368665,300.827797964565,2810.58366158064,2000.36121499493,3919.90130752917,3635.13601605869,1333.55374281114,7709.25531015343,7677.04005850455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22337.2513467554
Mar 2006,187687.509358103,145014.842486926,124086.966033415,80321.2006288397,25473.9698862847,27521.5827449805,11801.9235237376,15273.0306148978,NA,14.3010299216496,5.10648370191511,3207.32652703724,3567.36924141517,NA,28486.8555636026,0.887170290447155,0.72006839832789,238448.490374558,60265.4328409958,33465.2400749963,24605.919234466,8551.44139389417,29148.4263252027,14805.9801340137,11971.0005410991,9563.00010322688,2406.43659013981,18.7565496394203,29123.9110017252,8494.944790037,933.103186692958,2509.02717895971,620.569164996731,310.864437010644,2816.09898006447,2019.34693392431,3926.61833957793,3640.46719571033,1432.97440848179,7734.45224082995,7701.84210004085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22480.6524570861
Apr 2006,189034.676734127,145822.695799002,124321.246260785,80551.06925294,25491.394307166,28002.4400217423,10049.3288562426,12461.5637387048,NA,11.9501993090957,5.3915201990981,3164.6687036394,3097.5002035967,NA,26548.7225360131,0.914938962730287,0.74789017328216,234310.728592764,60716.2805488618,33829.6847914514,24944.406835559,8557.61148684555,29382.286519942,14795.3420533275,12131.7178600686,9696.4228612314,2435.69389733302,-43.3738678123815,29635.3965049912,8445.66514553736,952.205003644718,2431.64839471476,619.038552518802,327.417682163028,2842.86331380638,2036.24900786892,3912.63144903921,3639.39032718591,1601.73384571903,7820.8832410462,7788.52396606354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22672.2995271507
May 2006,190047.436027538,146310.01227777,124464.281622039,80806.7094692601,25527.1296820118,28154.324324626,9445.93354718689,11214.7742156279,NA,11.1498421741355,5.49413917407027,3127.25272006039,2892.40779144456,NA,25899.8973771059,0.935676908753356,0.768927987059108,233062.241702742,61021.0320641819,34019.2823769766,25119.973609163,8559.19539494923,29526.5366786703,14780.4259931603,12265.3587947595,9816.46140480898,2448.48780113156,-126.126071316046,29931.4705020643,8447.84637525943,965.07670514912,2309.81740261745,620.876985010218,334.992731828853,2870.65691188707,2042.03777045338,3914.66113962512,3641.82836466538,1663.87332073907,7925.32856031561,7894.05145802156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22806.7366493038
Jun 2006,190725.787238336,146476.791923229,124516.072117176,81088.1212777999,25581.1760108222,27977.2356536317,9991.73759657056,11532.6620456673,NA,11.8999585167689,5.41434062683163,3095.07857630021,2952.09200495873,NA,26540.380086881,0.949384128516358,0.783181839658732,234703.029704494,61179.6873869563,34034.032831572,25132.6195552781,8556.19311820521,29581.1768013878,14761.2319535122,12371.9233451719,9923.11573395961,2444.81830153542,-229.500060871573,30012.1329929445,8501.4884792032,971.718291206162,2143.53420266778,626.08446247098,333.589586008119,2899.47977430655,2036.7132216777,3932.70741133568,3647.78130814871,1619.39283354191,8047.78819863819,8018.4245759149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22883.9638235455
Jul 2006,191069.730366521,146323.034735379,124476.617746196,81395.3046785594,25653.5332935971,27471.1740087593,11686.7410043936,13415.2272288229,NA,14.2005483369959,5.1521245573822,3068.14627235885,3276.55284413924,NA,28470.1706653384,0.956060622019297,0.790651731081031,239233.092598018,61192.2465171851,33873.9361552376,24982.3446739042,8548.60465661348,29546.2068880944,14737.7599343831,12451.4115113058,10016.3858486833,2424.68539854462,-353.495836478962,29877.3839776317,8606.5914573687,972.129761815847,1932.79879486576,634.660984901088,323.208244700826,2929.33190106482,2020.27536154189,3966.77026417088,3657.24915763593,1468.29238412754,8188.26215601393,8161.64331974359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22903.9810498759
Aug 2006,191692.368373676,146310.919386882,124764.340843804,81684.7220198298,25728.597644093,27283.0280909717,12600.9361030542,14511.6981029946,NA,15.4002845393058,5.12247712198319,3049.30349210438,3418.00342082993,NA,29303.240310949,0.96568427888056,0.799530405625833,242613.538872886,61264.4514118535,33949.7098697258,24988.5174481326,8620.25404875544,29505.8092437003,14760.3219788135,12582.7249193599,10120.9139908517,2447.63812388845,-404.122903021588,29913.6587405798,8653.17360888354,960.385308106383,1825.01584676593,629.559376832799,316.956725848383,2953.79600695577,2021.95937535152,3964.20827925152,3668.17925178079,1386.0479836783,8264.93402834742,8239.46551589307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22977.9995690516
Sep 2006,192593.701259803,146440.445877739,125379.241409999,81956.3733016108,25806.3690623098,27412.797900269,12734.3228925523,14822.0746681825,NA,15.4991671236983,5.32539832063461,3038.55023553677,3376.44373503083,NA,29039.5890237127,0.978255099100143,0.809817863293136,244844.368529096,61396.3020709615,34261.3539750367,25151.1378779632,8771.14129463108,29459.9838682054,14828.9180868035,12765.8635693343,10236.7001604649,2513.67647756693,-381.38126049945,30120.9572817885,8641.23493374775,936.48493007777,1820.1853583683,610.779638266113,314.835029450791,2972.87209197941,2041.76526310659,3925.0214565776,3680.57159058329,1372.65963219416,8277.80381563864,8251.89116436334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23106.0193810725
Oct 2006,193773.7290249,146711.614207948,126321.319444781,82210.2585239026,25886.8475482476,27860.4834366512,12086.9013728879,14346.3569243866,NA,14.4971960901736,5.76088815333645,3035.88650265605,3151.87378674193,NA,27679.2168036296,0.99377308267805,0.821514104082941,245925.58156665,61587.7984945092,34808.8684711702,25470.2059633959,9001.2663942404,29408.7307616098,14943.548258353,13000.8274612289,10363.7443575229,2622.80045958006,-285.270908912549,30499.279601258,8570.77543196132,900.428627730009,1918.30732967287,578.32176920103,316.843155508048,2986.56015613575,2079.6930248071,3849.20979614913,3694.42617404343,1428.12732967514,8226.87151788761,8198.92026515442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23288.0404859387
Nov 2006,194502.864197499,147125.370634539,126827.849369891,82480.5859365486,25994.3315085464,28201.0422432583,11975.8699633059,14435.9097951477,NA,14.1738062641622,5.92409449650958,3043.30569244383,3112.32595961326,NA,27022.2111458866,1.00232276656399,0.833302586218186,247367.948651051,61807.0737295142,35085.0957418259,25666.8185122072,9081.59787346243,29413.8694137536,15032.7946074756,13164.6978382809,10490.1971386452,2660.7311103983,-239.540139331412,30697.9004801819,8550.82898254372,889.343081345563,1968.10732524436,560.965975033987,317.712820391326,3009.56205507302,2110.1551966269,3847.84953393017,3687.57018937589,1468.39875678903,8202.98480503414,8172.73734148637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23425.7653977013
Dec 2006,194781.1067776,147681.715157513,126898.831185328,82767.3555395488,26128.820943206,28434.4743200904,12401.2286638062,15090.7332804658,NA,14.5289976456641,5.81501735015397,3060.80780490013,3257.80025364482,NA,27068.5720504838,1.00390415075796,0.845183309698872,249171.469782299,62054.1277759766,35090.0357870038,25740.9755243969,9012.13573229716,29475.3998246366,15096.6571341714,13257.4747004902,10616.0585038319,2627.46843002164,-244.188951756039,30716.8199185601,8581.39558549497,903.228290924427,1969.58534508277,558.712255764983,317.444024100625,3041.87778879123,2133.151778566,3920.94066992071,3660.00363658067,1493.47391353583,8206.14367707824,8173.34239335921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23519.19411636
Jan 2007,194608.456765202,148380.647776869,126534.264891093,83070.5673329034,26290.3158522266,28560.7796671475,13362.9774743887,16310.8273803409,NA,15.5627702346794,5.43365671426966,3088.39284002494,3588.29666883661,NA,27818.2995174212,0.998517235259966,0.857156274525,251336.144960393,62328.9606338963,34823.6886067039,25692.6769999652,8792.8799707446,29593.321994259,15135.1358384403,13279.1580478568,10741.3284530829,2523.01241845011,-299.21734618643,30556.0379163927,8662.47524081505,942.084256466607,1922.74138918811,571.56061139402,316.036766635945,3083.50735729039,2148.68277062439,4068.48320412076,3611.72651565777,1503.35279991555,8236.34813401991,8200.73542077295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23568.3266419151
Feb 2007,194805.976688201,148929.170099056,126371.924649214,83368.6697815645,26399.5776903118,28840.2712535512,13461.6815712428,16840.730370054,NA,15.5491357059236,5.28807401959634,3085.74446878744,3500.1982710071,NA,28546.7567460897,0.998282579940493,0.867282309837782,252980.705034622,62536.948372954,34765.585356601,25718.5946188834,8708.40605229801,29683.5610409703,15163.4036356773,13278.4603488058,10797.1496005835,2466.13910171964,-298.061435154205,30516.5639785563,8750.63872403379,966.485055502197,1896.97435832336,579.102241755764,316.657377292816,3106.78423144739,2164.80344067069,4147.7564345802,3599.11234868372,1513.80792157382,8239.3881477404,8202.28211204667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23635.6147918675
Mar 2007,195373.666546597,149327.282124075,126411.810459693,83661.6628855321,26456.6064574615,29272.9490793013,12697.3409543685,16680.4422496051,NA,14.488094059397,5.378269266134,3052.86269118762,2993.50506015629,NA,29253.9437364891,1.00320018479954,0.875561415637217,254105.150004985,62678.0909931496,34915.7260366952,25818.7283811514,8758.7139769574,29746.1169647707,15181.4605258824,13255.3816033374,10783.5219463337,2456.84847983025,-240.721218659364,30598.398105051,8845.88603515115,976.430688031196,1892.28425248852,581.337146850216,319.305856071238,3111.70841126223,2181.51378870492,4158.76036129904,3622.16113565851,1524.83927851064,8215.2637182397,8177.98246718038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23721.0585662174
Apr 2007,196311.526340389,149574.983851926,126653.922322528,83949.5466448063,26461.4021536758,29858.8131443979,11069.9556237656,15829.9630189942,NA,12.3796452950994,5.70424245388267,2989.7475072255,2068.21703628419,NA,29939.8604886197,1.01327004983711,0.881993591923308,254709.479871482,62752.3884944833,35274.1106469864,25993.0782867693,8943.80374472276,29780.98976566,15189.3065090557,13209.9218114514,10700.4454903334,2495.14055278193,-127.196696701907,30801.5402958768,8948.21717416716,971.921154053606,1908.67107168359,578.265326677375,323.982202971212,3098.27989673492,2198.81381472707,4101.49498427728,3680.87287658215,1536.44687072601,8163.97484551783,8127.83648617409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23824.6579649647
